Tên Sản Phẩm,Thông tin,Giá Bán,Giá Gốc,GPU,RAM,Loại RAM,Số khe RAM,Bộ Nhớ,Kích Thước,Màn Hình,Dung Lượng Pin,Hệ Điều Hành,Độ Phân Giải,CPU,Cổng Giao Tiếp,Chip AI,Độ Dày,Trọng Lượng,Hãng Sản Xuất
Laptop ASUS Vivobook 15X OLED M3504YA-L1332W,R7-7730U/16GB/512GB PCIE/15.6 FHD OLED/WIN11/ĐEN,15490000.0,18490000.0,AMD Radeon Graphics,16GB,DDR4 ,2 khe (8 GB DDR4 on board + 8 GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 Gamut mapping HDR True Black 600 1.07 tỷ màu Giảm ánh sáng xanh 70%  TÜV Rheinland-certified,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 7-7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C hỗ trợ sạc 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,,17.7,1.7,ASUS
MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB Nano Sạc 70W | Chính hãng Apple Việt Nam,,41990000.0,43790000.0,10 lõiNeural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Màn hình Nano-textureMàn hình Liquid Retina XDR XDR (Extreme Dynamic Range) Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone",Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,3024 x 1964 pixels ,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,"Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",,15.5,1.56,Apple
Laptop MSI Gaming Thin 15 B13VE-2824VN,I5-13420H/16GB/512GB PCIE/VGA 6GB RTX4050/15.6 FHD 144HZ/WIN11/XÁM/BALO,20990000.0,22990000.0,NVIDIA GeForce RTX 4050 6GB GDDR6 Intel UHD Graphics,16GB,DDR4 3200MHz,"2 kge (2 x 8GB, hỗ trợ nâng cấp tối đa 64GB)","SSD 512GB M.2 PCIe Gen4 (1x M.2 SSD slot (NVMe PCIe Gen4) + 1x 2.5"" SATA HDD)",15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chói,"3-cell, 52.4WHr",Windows 11 Home,1920 x 1080 pixels (FullHD),Intel Core i5-13420H,1x Type-C (USB3.2 Gen1 / DisplayPort) 3x Type-A USB3.2 Gen1 1x HDMI (4K @ 30Hz) 1x RJ45,,25.0,2.3,MSI
Laptop Gigabyte G6 MF-H2VN854KH,I7-13620H/16GB/1TB PCIE/VGA 6GB RTX4050/16.0 FHD+ 165HZ/WIN11/ĐEN,25990000.0,27590000.0,NVIDIA GeForce RTX 4050 6GB GDDR6 Boost Clock 2010MHz / Maximum Graphics Power 75W,16GB,DDR5-4800,2 khe (8GB + 8GB),"1 TB M.2 2280 x 2 (PCIe Gen3x4*1 , PCIe Gen4x4*1 )",16 inches,,Lithium-Ion 54Wh,Windows 11 Home,1920 x 1200 pixels (FullHD+),"Intel Core i7-13620H 4.9 GHz (24MB Cache, up to 4.9 GHz, 6 P-cores and 4 E- cores)",1 x USB-A 2.0 1 x USB-A 3.2 Gen 1 2 x USB-C 3.2 Gen 2 1 x Mini DP 1.4 1 x HDMI (with HDCP) 1 x 2-in-1 Audio Jack (Headphone / Microphone) 1 x Microphone Jack 1 x RJ-45 LAN 1 x DC-in jack 1 x Đầu đọc thẻ MicroSD,,23.4,2.3,Gigabyte
Laptop MSI Modern 15 B13M-438VN,I5-1335U/8GB/512GB PCIE/15.6 FHD/WIN11/ĐEN,12490000.0,18490000.0,Intel Iris Xe Graphics,8GB,DDR4 3200 MHz Onboard (không nâng cấp),,512GB M2. PCIe,15.6 inches,Công nghệ màn hình FHD Độ sáng 300 nits Độ phủ màu 45% NTSC,"65 W, 3-Cell (pin Li-po)",Windows 11 Home,1920 x 1080 pixels (FullHD),"Core i5-1335U (12MB Cache, up to 4.6.0 GHz, 10 lõi, 12 luồng)",1x Đầu đọc thẻ1x Giắc cắm DC1x HDMI1x Type C1x USB 3.2 Gen 22x USB 2.0,,18.0,1.7,MSI
Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,U5-125H/16GB/512GB PCIE/14.0 3K OLED/WIN11 + OFFICE/XANH,24990000.0,26990000.0,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 400nits Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 600 1.07 tỷ màu Ánh sáng xanh ít gây hại hơn 70%,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 HomeMicrosoft Office Home & Student 2021 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads)",2x USB 3.2 Gen 1 Type-A 2x Thunderbolt 4 (display / power delivery) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Đầu đọc thẻ Micro SD,Intel AI Boost NPU,14.9,1.6,ASUS
Laptop Lenovo Legion Slim 5 16AHP9 83DH003BVN,R7-8845HS/32GB/1TB PCIE/VGA 8GB RTX4060/16.0 WQXGA 165HZ/XÁM,38990000.0,44990000.0,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W, 233 AI TOPS",32GB,DDR5-5600,2x 16GB SO-DIMM DDR5-5600 (Nâng cấp tối đa 64GB DDR5-5600),1TB SSD M.2 2280 PCIe 4.0x4 NVMe (Hai khe cắm M.2 2280 PCIe 4.0 x4),16 inches,Độ sáng 350nits  Màn hình chống chói Độ phủ màu 100% sRGB Dolby Vision G-SYNC Free-Sync Premium Hạn chế ánh sáng xanh,"80Wh, 230W Slim Tip (3-pin)","Windows 11 Home Single Language, English",2560 x 1600 (WQXGA),"AMD Ryzen 7 8845HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)","1x HDMI 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu đọc thẻ 2x USB-A (10Gbps) 1x USB-C với PD 140W và DisplayPort 1.4 1x USB-C với DisplayPort 1.4 1x Đầu nối nguồn","AMD Ryzen AI, up to 16 TOPS",17.1,2.0,Lenovo
Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20004VN,I7-13620H/24GB/512GB PCIE/16.0 WUXGA/WIN11/XÁM,19790000.0,20490000.0,Intel UHD Graphics,24GB,DDR5-4800,8GB Soldered DDR5-4800 + 16GB SO-DIMM DDR5-4800 (Tối đa 24GB),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",16 inches,Độ sáng 300nits Độ phủ màu 45% NTSCMàn hình chống chói,60WhĐầu tròn 65W (3 chân),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB","2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn",,19.5,1.5,Lenovo
Laptop MSI Gaming Sword 16 HX B14VFKG-460VN,I7-14650HX/16GB/1TB PCIE/VGA 8GB RTX4060/16.0 QHD+ 240HZ/WIN11/XÁM/BALO,39990000.0,,NVIDIA GeForce RTX 4060 GPU 8GB GDDR6,16GB,,2 khe (Nâng cấp tối đa 96GB),1TB SSD M.2 NVMe (2 x M.2 NVMe),16 inches,Độ phủ màu 100% DCI-P3,4 cell 65 Wh,Windows 11 Home,2560x1600 pixel (QHD+),Intel Core i7-I7-14650HX series (14th Gen),1x Type-C (USB3.2 Gen2 / DP) với sạc PD  3x Type-A USB3.2 Gen1  1x HDM 2.1 (8K 60Hz/4K 120Hz)  1x RJ45 1x Mic-in/Headphone-out Combo Jack,,25.0,2.3,MSI
Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000JVN,I7-13620H/16GB/512GB PCIE/15.3 WUXGA/WIN11/XÁM,18790000.0,19490000.0,Intel UHD Graphics,16GB,DDR5-4800,8GB Onboard + 8GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 24GB (8GB Onboard + 16GB SO-DIMM) DDR5-4800),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD, M.2 2242 SSD lên đến 1TB)",15.3 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,60Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB","2x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C ( 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn",,19.5,1.5,Lenovo
Laptop MSI Gaming Bravo 15 C7VFK-275VN,R7-7735HS/16GB/512GB PCIE/VGA 8GB RTX4060/15.6 FHD 144HZ/WIN11/ĐEN/BALO,23990000.0,28990000.0,NVIDIA GeForce RTX 4060 8GB Up to 2250MHz,16GB,DDR5 4800 MHz,"2 khe (8GB + 8GB, hỗ trợ nâng cấp lên đến 64GB)",512GB NVMe PCIe Gen 4 SSD (1 khe trống M.2 NVMe),15.6 inches,Màn hình chống chói Độ phủ màu 45% NTSC,3 Cell 53.5WHr,Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 7-7735HS (3.2 GHz, up to 4.75 GHz, 16 MB)",1x Type-C (USB3.2 Gen1 / DP)  2x Type-A USB 3.2 Gen1 1x Type-A USB 2.0 1x HDMI 2.1 (8K @ 60Hz) 1x RJ45 1x Mic-in/Headphone-out Combo Jack,,25.0,2.3,MSI
Laptop Acer Swift Go 14 AI SFG14-73-53X7 NX.KSLSV.001,U5-125H/16GB/512GB PCIE/14.0 2.8K/WIN11/BẠC,23290000.0,23990000.0,Intel Arc Graphics,16GB,LPDDR5x 6400MHz Onboard,,512GB SSD M.2 NVMe,14 inches,,"4 cell 65 Wh , Pin liền",Windows 11 Home SL,2880 x 1800 pixels,"Intel Core Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng )",2 x USB 3.22 x Thunderbolt 4 1 x micro SD card slot Audio combo1 x HDMI,,15.0,1.3,Acer
Laptop Lenovo IdeadPad Slim 3 14IRH10 83K00007VN,I7-13620H/16GB/512GB PCIE/14.0 WUXGA/WIN11/XÁM,18790000.0,19490000.0,Intel UHD Graphics,16GB,DDR5-4800,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800 (Tối đa 24GB (8GB Onboard + 16GB SO-DIMM) DDR5-4800),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe  (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",14 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,60Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB","2x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn",,19.5,1.5,Lenovo
Laptop Lenovo V14 G4 IRU 83A000FQVN,I5-13420H/16GB/512GB PCIE/14.0 FHD/WIN11/XÁM,14490000.0,15790000.0,Intel UHD Graphics,16GB,DDR4-3200,"2 khe (8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200, tối đa 16GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (tối đa hai ổ đĩa, 1x 2,5"" HDD + 1x M.2 SSD, 2,5"" HDD lên đến 1TB, M.2 2242 SSD up to 512GB)",14 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,38Wh (USB-C 65W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (truyền dữ liệu, Power Delivery (chỉ 20V) và DisplayPort 1.2) 1x HDMI 1.4b 1x giắc cắm kết hợp tai nghe/micrô (3,5mm) 1x Ethernet (RJ-45) 1x đầu nối nguồn",,19.2,1.5,Lenovo
Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS,U7-155H/16GB/512GB PCIE/14.0 3K OLED/WIN11 + OFFICE/XANH,26990000.0,29990000.0,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 400nits Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 VESA CERTIFIED Display HDR True Black 600 1.07 tỷ màu Ánh sáng xanh ít gây hại hơn 70%,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 HomeMicrosoft Office Home & Student 2021,2880 x 1800 pixels,"Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads)",2x USB 3.2 Gen 1 Type-A 2x Thunderbolt 4 (display / power delivery) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Đầu đọc thẻ Micro SD,Intel AI Boost NPU,14.9,1.6,ASUS
MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,,37490000.0,37990000.0,GPU 10 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,512GB,15.3 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 66.5 watt‑giờ tích hợp,macOS,2880 x 1864 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3 Jack cắm tai nghe 3.5 mm Hai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,11.3,1.24,Apple
Laptop ASUS Vivobook S 16 S5606CA-RI114WS,U5-225H/16GB/512GB PCIE/16.0 3K OLED 120HZ/WIN11 + OFFICE/XANH,25990000.0,28990000.0,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 400nitsĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3 Gamut mappingDisplay HDR True Black 6001.07 tỷ màuGiảm 70% ánh sáng xanh có hạiTÜV Rheinland-certified,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 16 luồng)",2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps) 2x Thunderbolt 4 hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 40Gbps) 1x HDMI 2.1 TMDS 1x Giắc cắm âm thanh kết hợp 3.5mm Đầu đọc thẻ Micro SD,Intel AI Boost NPU up to 13,14.9,1.6,ASUS
Laptop Gigabyte MF F2VN333SH,I5-12450H/8GB/512GB PCIE/VGA 6GB RTX4050/15.6 FHD 144HZ/WIN11/ĐEN,19490000.0,22990000.0,Nvidia Geforce RTX 4050 4GB GDDR6Intel Iris Xe Graphics ,8GB,DDR4-3200Mhz,1 khe ram 8GB + 1 khe trống,512GB SSD M.2 PCIE G4X4Còn trống 1 khe SSD M.2,15.6 inches,,4 Cell 54Whrs,Windows 11 Home,1080 x 1920 pixels (FullHD),"Intel Core i5-12450H 3.3GHz up to 4.4GHz, 8 nhân 12 luồng, 12MB Cache",2x USB3.2 Gen2 (Type-C)1x USB 2.0 (Type-A)1x USB3.2 Gen1 (Type-A) 1x Mini DisplayPort 1.4 1x HDMI I™ Output port (with HDCP)1x 2-in-1 Audio Jack(Headphone / Microphone)1x Microphone jack1x RJ-45 LAN port1x DC-in Jack1x ,,23.4,2.3,Gigabyte
Laptop MSI Gaming Thin 15 B13UC-1411VN,I7-13620H/16GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD 144HZ/WIN11/XÁM/BALO,18990000.0,21990000.0,,,,,,,,,,,,,,25.0,2.3,MSI
Laptop ASUS Vivobook 15 Oled A1505VA L1491W,I7-13700H/16GB/512GB PCIE/15.6 FHD OLED/WIN11/BẠC,19490000.0,22990000.0,Intel Iris XE Graphics,16GB,DDR4,8GB onboard + 8GB SO-DIMM,512GB ,15.6 inches,,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1080 x 1920 pixels (FullHD),Core I7-13700H,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C support power delivery 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,,17.7,1.7,ASUS
Laptop MSI Gaming Thin 15 B13UC-2044VN,I7-13620H/16GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD 144HZ/WIN11/XÁM/BALO,19490000.0,22990000.0,"RTX 3050 4GB, GDDR6 4GBIntel UHD Graphics ",16GB,DDR4 3200Mhz,"2 khe (2x 8GB, hỗ trợ nâng cấp tối đa 64GB)",512GB PCIe,15.6 inches,Độ phủ màu 45% NTSC,"3 cell, 52.4Whr",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-13620H (2.4 - 4.9Ghz | 10 lõi, 16 luồng | 24MB Cache)",1x Type-C (USB3.2 Gen1 / DP) 3x Type-A USB3.2 Gen1 1x HDMI (4K @ 30Hz) 1x RJ45,,25.0,2.3,MSI
Laptop Lenovo IdeaPad Slim 3 OLED 14IRH10 83K0000BVN,i5-13420H/16GB/512GB PCIE/14.0 WUXGA/WIN11/XÁM,17990000.0,18990000.0,Intel UHD Graphics,16GB,DDR5-4800,8GB Onboard + 8GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 24GB (8GB Onboard + 16GB SO-DIMM)),512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,Độ sáng 400nitsĐộ phủ màu 100% DCI-P3,Đầu tròn 65W (3 chân),"Windows 11 Home Single Language, English Office Trial",1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H (8 lõi (4P + 4E) / 12 luồng, P-core 2.1/4.6GHz, E-core 1.5/3.4GHz, 12MB)","2x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3,5 mm) 1x đầu nối nguồn",,19.5,1.5,Lenovo
MacBook Air 15 inch M3 16GB - 1TB 2024 Sạc 70W | Chính hãng Apple Việt Nam,,47990000.0,49990000.0,GPU 10 lõi Neural Engine 16 lõi,16GB,,,1TB,15.3 inches,True ToneĐộ sáng 500 nitHỗ trợ một tỷ màu Dải màu rộng (P3),Pin Li-Po 66.5 watt-giờ,MacOS,2880 x 1864 pixels,Apple M3 8 Lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Cổng MagSafe 3  Jack cắm tai nghe 3.5 mm  Hai cổng Thunderbolt / USB 4,,11.3,1.24,Apple
Laptop Lenovo Ideapad Slim 5 16IMH9 83DC001RVN,U5-125H/16GB/512GB PCIE/16.0 2K OLED 120HZ/WIN11/XÁM,22990000.0,24990000.0,Intel Arc Graphics,16GB,Onboard LPDDR5x-7467,,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),16 inches,DisplayHDR True Black 500 Độ sáng tối đa: 400nits Độ phủ màu 100% DCI-P3,57Wh,Windows 11 Home Single Language,2048 x 1280 pixels,"Intel core Ultra 5 125H (14 nhân / 18 luồng, up to 4.5 GHz, 18MB cache)",2x USB-A 2x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ nhớ SD,,19.5,1.5,Lenovo
Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001JVN,RYZEN AI 7 350/32GB/1TB PCIE/14.0 WUXGA/WIN11/XÁM,26490000.0,26990000.0,AMD Radeon 860M Graphics,32GB,DDR5-5600,"2 khe (2 x 16GB SO-DIMM DDR5-5600, tối đa 32GB)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",14 inches,Độ sáng 400nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500           ,60Wh (65W USB-C Slim (Wall-mount)),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"AMD Ryzen AI 7 350 (8 lõi / 16 luồng, 2.0 / 5.0GHz, 8MB L2 / 16MB L3)","1x USB-A (5Gbps / 3.2 Gen 1) 1x USB-A (5Gbps /  3.2 Gen 1), Luôn bật 2x USB-C (10Gbps / 3.2 Gen 2), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ nhớ microSD","AMD Ryzen AI, up to 50 TOPS",19.5,1.5,Lenovo
Mac mini M4 2024 10CPU 10GPU 32GB 256GB | Chính hãng Apple Việt Nam,,24990000.0,26990000.0,GPU 10 lõi,32GB,,,256GB ,,Hỗ trợ đồng thời đến ba màn hìnhĐầu ra video kỹ thuật số Thunderbolt 4,,macOS,,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điệnNeural Engine 16 lõi,"Mặt trước:Hai cổng USB‑C hỗ trợ cho USB 3 Jack cắm tai nghe 3,5 mmMặt sau:  Cổng Gigabit Ethernet  Cổng HDMIThunderbolt 4USB 4DisplayPort",,36.0,1.18,Apple
Laptop Gigabyte G5 KF5-53VN383SH,I5-13500H/8GB/512GB PCIE/VGA 8GB RTX4060/15.6 FHD 144HZ/WIN11/ĐEN,22490000.0,26290000.0,NVIDIA Geforce RTX 4060 6GB GDDR6,8GB,DDR5 4800Mhz,2 khe (Nâng cấp tối đa 64GB),512GB SSD PCIe Gen4x4 Slot (1 khe PCIe 3.0),15.6 inches,,54WHrs,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-13500H (12 lõi/ 16 luồng, 4.70 GHz, 18 MB)",1x USB 2.0 (Type-A) 1x USB3.2 Gen1 (Type-A) 2x USB3.2 Gen2 (Type-C) 1x Mini DisplayPort 1.4 1x Cổng ra HDMI I (with HDCP) 1x Audio combo jack 1x Microphone jack 1x Đầu đọc thẻ SD,,23.4,2.3,Gigabyte
Laptop MSI Katana 15 B13UDXK-2270VN,I5-13500H/8GB/1TB PCIE/VGA 6GB RTX3050/15.6 FHD 144HZ/WIN11/ĐEN/BALO,20990000.0,23990000.0,NVIDIA GeForce RTX 3050 6GBIntel Iris Xe Graphics,8GB,DDR5-5200,"2 khe (máy nguyên bản 8GB, được tặng 8GB, nâng cấp tối đa 64GB)",1TB SSD,15.6 inches,Màn hình chống chói,3-Cell,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-13500H (2.6GHz,12 lõi (4 P-cores + 8 E-cores), Max Turbo Frequency 4.7 GHz)",2 x Type-A USB3.2 Gen1 1 x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz),,24.9,2.3,MSI
Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R6NA,R7-8845HS/16GB/512GB PCIE/VGA 6GB RTX4060/16.0 WUXGA 165HZ/WIN11/ĐEN,32990000.0,34990000.0,NVIDIA GeForce RTX 4060 8GB GDDR6 VRAM,16GB,DDR5 5600 MT/s,"2 khe (1x16GB, nâng cấp tối đa 32GB)","512GB PCIe NVMe SSD, 2 khe SSD (Up to 2TB PCIe Gen4 NVMe SSD)",16 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBAcer ComfyVie Màn hình LCD TFT có đèn nền LED Góc nhìn rộng lên đến 170 độ,57Whr 4-cell Adapter: 135W AC adapter,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"AMD Ryzen 7 8845HS (8 lõi, 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)","1x USB Type-C  2x USB Standard A  1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC",,25.8,2.5,Acer
MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB Nano | Chính hãng Apple Việt Nam,,68790000.0,63790000.0,20 lõiNeural Engine 16 lõi,24GB,,,512GB ,16.2 inches,"Màn hình Nano-textureMàn hình Liquid Retina XDR XDR (Extreme Dynamic Range) Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone",Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,macOS,3456 x 2234 pixels ,Apple M4 Pro 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,"Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",,15.5,1.56,Apple
